1e-08 -0.000481190285136 0.000581190284136 0.000681190283136 0.000581190285136
0.0100000098 -138.75628928 237.75638532 336.75648136 238.746387251
0.0200000096 -242.913662366 438.913754526 634.913846686 442.833758251
0.0300000094 -333.853580645 624.853669005 915.853757365 633.583674391
0.0400000092 -416.118814112 800.118898752 1184.11898339 815.47890567
0.050000009 -491.865452918 966.865533918 1441.86561492 990.615542243
0.0600000088 -562.362256812 1126.36233425 1690.36241169 1160.20234386
0.0700000086 -628.446600324 1279.44667428 1930.44674824 1325.01668506
0.0800000084 -690.71277742 1426.71284798 2162.71291854 1485.59285981
0.0900000082 -749.60436459 1568.60443183 2387.60449907 1642.3144446
0.100000008 -805.464953467 1705.46501747 2605.46508147 1795.46503107
0.1100000078 -858.568367512 1837.56842835 2816.56848919 1945.25844268
0.1200000076 -909.13779382 1965.13785158 3021.13790934 2091.85786654
0.1300000074 -957.358491146 2088.35854591 3219.35860067 2235.38856139
0.1400000072 -1003.38656356 2207.3866154 3411.38666724 2375.94663133
0.150000007 -1047.35521383 2322.35526283 3597.35531183 2513.60527911
0.1600000068 -1089.3793212 2433.37936744 3777.37941368 2648.41938398
0.1700000066 -1129.55886956 2540.55891312 3951.55895668 2780.42892984
0.1800000064 -1167.98156558 2643.98160654 4119.9816475 2909.66162336
0.1900000062 -1204.7248725 2743.72491094 4282.72494938 3036.13492779
0.200000006 -1239.85761386 2839.85764986 4439.85768586 3159.85766666
0.2100000058 -1273.44125492 2932.44128856 4591.4413222 3280.83130525
0.2200000056 -1305.53093867 3021.53097003 4737.53100139 3399.05098654
0.2300000054 -1336.1763323 3107.17636146 4878.17639062 3514.50637773
0.2400000052 -1365.42232535 3189.42235239 5013.42237943 3627.18236837
0.250000005 -1393.30961047 3268.30963547 5143.30966047 3737.0596511
0.2600000048 -1419.87517021 3343.87519325 5267.87521629 3844.11520848
0.2700000046 -1445.15268796 3416.15270912 5387.15273028 3948.3227239
0.2800000044 -1469.17289696 3485.17291632 5501.17293568 4049.65293061
0.2900000042 -1491.96387846 3550.9638961 5609.96391374 4148.07390987
0.300000004 -1513.55131775 3613.55133375 5713.55134975 4243.55134695
0.3100000038 -1533.95872489 3672.95873933 5811.95875377 4336.04875194
0.3200000036 -1553.20762601 3729.20763897 5905.20765193 4425.52765095
0.3300000034 -1571.31772942 3782.31774098 5993.31775254 4511.94775231
0.3400000032 -1588.30707055 3832.30708079 6076.30709103 4595.26709145
0.350000003 -1604.19213852 3879.19214752 6154.19215652 4675.44215749
0.3600000028 -1618.98798701 3922.98799485 6226.98800269 4752.42800413
0.3700000026 -1632.70833153 3963.70833829 6294.70834505 4826.17834685
0.3800000024 -1645.36563465 4001.36564041 6357.36564617 4896.64564825
0.3900000022 -1656.97118094 4035.97118578 6414.97119062 4963.7811929
0.400000002 -1667.5351426 4067.5351466 6467.5351506 5027.535153
0.4100000018 -1677.0666369 4096.06664014 6515.06664338 5087.85664582
0.4200000016 -1685.57377629 4121.57377885 6557.57378141 5144.69378382
0.4300000014 -1693.06371195 4144.06371391 6595.06371587 5197.99371819
0.4400000012 -1699.54267133 4163.54267277 6627.54267421 5247.70267636
0.450000001 -1705.01599015 4180.01599115 6655.01599215 5293.76599408
0.4600000008 -1709.48813947 4193.48814011 6677.48814075 5336.12814239
0.4700000006 -1712.96274794 4203.9627483 6694.96274866 5374.73274997
0.4800000004 -1715.44261972 4211.44261988 6707.44262004 5409.52262096
0.4900000002 -1716.92974814 4215.92974818 6714.92974822 5440.4397487
0.5 -1717.42532536 4217.42532536 6717.42532536 5467.42532536
0.5099999998 -1716.92974814 4215.92974818 6714.92974822 5490.4197477
0.5199999996 -1715.44261972 4211.44261988 6707.44262004 5509.36261897
0.5299999994 -1712.96274794 4203.9627483 6694.96274866 5524.192747
0.5399999992 -1709.48813947 4193.48814011 6677.48814075 5534.84813847
0.549999999 -1705.01599015 4180.01599115 6655.01599215 5541.26598923
0.5599999988 -1699.54267133 4163.54267277 6627.54267421 5543.38267062
0.5699999986 -1693.06371195 4144.06371391 6595.06371587 5541.1337116
0.5799999984 -1685.57377629 4121.57377885 6557.57378141 5534.45377643
0.5899999982 -1677.0666369 4096.06664014 6515.06664338 5523.2766377
0.599999998 -1667.5351426 4067.5351466 6467.5351506 5507.5351442
0.6099999978 -1656.97118094 4035.97118578 6414.97119062 5487.1611835
0.6199999976 -1645.36563465 4001.36564041 6357.36564617 5462.08563832
0.6299999974 -1632.70833153 3963.70833829 6294.70834505 5432.23833648
0.6399999972 -1618.98798701 3922.98799485 6226.98800269 5397.54799342
0.649999997 -1604.19213852 3879.19214752 6154.19215652 5357.94214654
0.6599999968 -1588.30707055 3832.30708079 6076.30709103 5313.34708037
0.6699999966 -1571.31772942 3782.31774098 5993.31775254 5263.68774121
0.6799999964 -1553.20762601 3729.20763897 5905.20765193 5208.88763995
0.6899999962 -1533.95872489 3672.95873933 5811.95875377 5148.86874117
0.699999996 -1513.55131775 3613.55133375 5713.55134975 5083.55133655
0.7099999958 -1491.96387846 3550.9638961 5609.96391374 5012.85389998
0.7199999956 -1469.17289696 3485.17291632 5501.17293568 4936.69292138
0.7299999954 -1445.15268796 3416.15270912 5387.15273028 4854.9827155
0.7399999952 -1419.87517021 3343.87519325 5267.87521629 4767.63520107
0.749999995 -1393.30961047 3268.30963547 5143.30966047 4674.55964485
0.7599999948 -1365.42232535 3189.42235239 5013.42237943 4575.66236346
0.7699999946 -1336.1763323 3107.17636146 4878.17639062 4470.84637435
